article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
13,,,,New_York_Focus,nan,,,1,"Nearly neutral reporting with minimal bias; uses specific examples and named sources (Legal Action Center, OASAS, Drug Policy Alliance), includes agency responses, though the closing quote is incomplete and the selection of unusual spending examples (Tasers, VR headsets, baby shower) in the lede creates subtle framing that emphasizes questionable spending choices.",False,1620,107
14,,,,DOJ_OPA,nan,,,0,"Article is a factual government press release reporting on a DOJ settlement with Adobe, presenting specific legal details, named officials, and terms of the agreement in objective, neutral language without editorial bias or omission of counterarguments.",False,1598,80
15,,,,FTC,nan,,,0,"Article is purely factual reporting of an official FTC announcement with objective language, specific claims (charges, settlement amounts, alleged practices), and no detectable editorial bias or selective framing.",False,1618,72
16,,,,DOJ_OPA,nan,,,3,"Moderate bias shown through selective framing and charged language: the article uses terms like 'illegal DEI' and 'discriminatory' to describe the program while omitting context about affirmative action legal precedents, the stated remedial intent of such programs, or counterarguments from civil rights advocates regarding the settlement's implications.",False,1483,103
23,,,,EPI,nan,,,2,"Subtle bias through selective framing and emphasis: the article presents EPI's proposal as 'evidence-backed' and 'well-supported by economic research' while dismissing critic concerns as mere predictions rather than legitimate counterarguments, and omits opposing economic perspectives or studies that might question the proposal's effects.",False,1623,99
24,,,,The_Center_Square,nan,,,2,Subtle bias through selective framing and emphasis: the article focuses heavily on Democratic control and legislative failures while omitting context about Republican opposition or comparable Republican-controlled legislature performance; phrases like 'frantically pushing through' and 'logjam' carry negative connotations; the comparison to California lacks equivalent scrutiny of that state's process.,False,1651,105
25,,,,The_Center_Square,nan,,,2,"Subtle bias through selective sourcing and framing; article relies entirely on one organization's methodology without independent verification or counterargument, and presents Republican scores prominently before Democratic scores, which may emphasize the 'clear ideological divide' framing.",False,1581,86
27,,,,Stanford_Encyclopedia_of_Philosophy,nan,,,0,"This is a purely factual, academic presentation of philosophical arguments about abortion ethics from Stanford Encyclopedia of Philosophy, presenting multiple perspectives and logical arguments without editorial bias, charged language, or advocacy.",False,1669,71
28,,,,Stanford_Encyclopedia_of_Philosophy,nan,,,0,"Article is purely factual and neutral, presenting objective definitions, historical timeline, and legal references (Civil Rights Act of 1964, Executive Order 11246, Supreme Court decisions in 2003, 2016, and 2023) without editorial bias or charged language.",False,1658,91
29,,,,Stanford_Encyclopedia_of_Philosophy,nan,,,0,"This is a purely factual, encyclopedic overview of punishment theory in philosophy with neutral language, balanced presentation of multiple theoretical perspectives (consequentialist, retributivist, abolitionist, mixed theories), and no detectable editorial bias or advocacy.",False,1638,86
30,,,,Stanford_Encyclopedia_of_Philosophy,nan,,,0,"This is an academic encyclopedia entry that presents philosophical arguments on immigration in a neutral, balanced manner, using direct quotations from scholars (Miller 2014) and citing academic sources (Huntington 2005) without editorial bias or charged language.",False,1589,84
31,,,,Stanford_Encyclopedia_of_Philosophy,nan,,,0,"This is a purely factual, academic encyclopedia entry that objectively presents philosophical concepts about freedom of speech, distinguishes different definitions, and neutrally catalogs various perspectives without editorial advocacy or bias in language.",False,1631,75
32,,,,Britannica,nan,,,0,"Article is purely factual and encyclopedic, presenting historical information about capital punishment with neutral language, multiple perspectives (ancient Greece, Rome, Judaism, Christianity, Islamic law, Japan, England), and no detectable editorial bias or advocacy.",False,1664,82
35,,,,Britannica,nan,,,0,"Article is purely factual and encyclopedic, presenting historical information about same-sex marriage with neutral language, attribution of scholarly claims (Boswell, Bachofen, Morgan), acknowledgment of disputed interpretations, and balanced discussion of varying cultural and legal responses without editorial framing.",False,1589,93
37,,,,Britannica,nan,,,0,"This is a purely factual, encyclopedic entry that provides objective definitions, historical context, and balanced discussion of censorship concepts without editorial bias or charged language.",False,1635,67
38,,,,Britannica,nan,,,0,"Article is purely factual and encyclopedic, presenting historical information about animal rights philosophy with neutral language, multiple perspectives, and no detectable editorial bias or advocacy.",False,1625,67
46,,,,NPR,nan,,,1,"Nearly neutral reporting with minimal bias; presents legal proceedings factually while using slightly charged framing like 'dizzying pingpong' and 'lawless' (attributed to Trump's assessment), but includes counterarguments from state officials and maintains balanced structure throughout.",False,1628,89
47,,,,NPR,nan,,,0,"Article is factual and neutral reporting of Supreme Court oral arguments, presenting the Justice Department's position and multiple justices' questions with objective language and no editorial bias.",False,1720,67
48,,,,NPR,nan,,,1,"Nearly neutral reporting with minimal bias; uses objective language and presents the court's ruling factually, though the framing 'lopsided majority' and concluding with speculation about Trump administration reaction adds slight editorial emphasis that favors the regulation's supporters.",False,1682,85
49,,,,FiveThirtyEight,nan,,,1,"Nearly neutral reporting with minimal bias; presents multiple perspectives on abortion ballot measures' electoral impact, though emphasizes skepticism toward Democratic strategy with phrases like 'no guarantee' and 'no strong evidence,' while still acknowledging abortion's popularity and past Democratic success.",False,1593,87
57,,,,The_Conversation,nan,,,0,"Article is factual and neutral, presenting historical information about the Constitutional Convention's debate over presidential selection with balanced attribution of different delegates' positions and concerns without editorial bias.",False,1566,67
59,,,,Christian_Science_Monitor,nan,,,1,"Nearly neutral reporting with minimal bias; uses direct quotes, presents facts about executions and Republican lawmakers' concerns, though the framing emphasizes the unexpected nature of GOP opposition to capital punishment without deeply exploring counterarguments.",False,1711,78
61,,,,Center_for_Immigration_Studies,nan,,,2,"Article presents statistical claims from the 2024 SIPP with selective framing that emphasizes immigrant welfare use disparities while omitting context about household size, income levels, age demographics, or reasons for differences; language is neutral but the selection and presentation of findings favors a particular perspective on immigration policy.",False,1650,97
62,,,,Center_for_Immigration_Studies,nan,,,3,"Moderate bias evident in framing that emphasizes record highs and uncharted territory, selective emphasis on illegal immigration as primary driver of growth, and language suggesting negative implications ('significant implications for taxpayers, the labor market') without balanced presentation of counterarguments or economic benefits of immigration.",False,1733,93
63,,,,Center_for_Immigration_Studies,nan,,,2,"Subtle bias through selective framing and emphasis: the article presents welfare statistics without adequate context about causation, focuses on high non-citizen welfare use rates while downplaying that barriers exist, uses phrases like 'very high' without comparative baseline clarity, and emphasizes concerns about future immigrants without balancing discussion of documented benefits or economic contributions.",False,1636,104
66,,,,American_Immigration_Council,nan,,,1,"Nearly neutral presentation of immigration statistics with minimal bias; data sourced from 2019 American Community Survey is verifiable, though framing emphasizes economic contributions and employment rates without substantive counterarguments or alternative perspectives on undocumented immigration.",False,1708,85
68,,,,Mercatus_Center,nan,,,3,"Moderate bias shown through selective presentation of research favoring deregulation, one-sided framing of regulations as harmful with limited acknowledgment of their benefits, and reliance primarily on studies from the Mercatus Center (the author's own institution) without counterbalancing perspectives on why regulations exist or their protective effects.",False,1698,99
69,,,,Mercatus_Center,nan,,,3,"Moderate bias shown through selective emphasis on deregulation benefits, reliance on a single study from an advocacy-oriented institution (Mercatus Center), and framing that presents one policy conclusion as obvious while dismissing regulatory benefits with only cursory acknowledgment of 'good intentions.'",False,1591,93
72,,,,Urban_Institute,nan,,,1,"Nearly neutral reporting with minimal bias; presents a policy proposal and research findings with two contrasting scenarios, though framing emphasizes potential negative impacts without substantively engaging counterarguments about fiscal benefits of federal spending reductions.",False,1646,78
75,,,,Christian_Science_Monitor,nan,,,1,"Nearly neutral with subtle framing; article presents multiple perspectives on gun ownership and regulation with balanced statistics, though the opening emphasizes division and the Kennesaw example somewhat leads the narrative toward gun-permissive viewpoints before presenting counterarguments.",False,1706,85
76,,,,Smithsonian_Magazine,nan,,,1,"Nearly neutral with subtle framing favoring the historical interpretation that anti-immigration sentiment underlay Prohibition; language is scholarly and balanced, presenting the historiographical argument alongside original context, though the headline and emphasis on 'new scholarship' subtly privileges this interpretation.",False,1684,87
77,,,,Smithsonian_Magazine,nan,,,1,"Nearly neutral reporting with objective language and factual presentation of the 1876 election; minimal bias detected in word choice such as 'ugliest' and 'contentious' in the headline, which are descriptive rather than editorial.",False,1674,83
78,,,,The_Conversation,nan,,,1,"Nearly neutral article with minimal bias; uses objective language to explain insanity defense legal framework and cites a specific 2003 Victorian Law Reform Commission report, though the article appears to be cut off mid-sentence at the end.",False,1637,82
79,,,,Economic_Policy_Institute,nan,,,3,"Moderate bias: The article presents a strong advocacy position for unionization with selective framing; while citing research and statistics, it frames deunionization as an 'attack' and presents union benefits as unequivocally necessary without meaningfully addressing counterarguments or alternative explanations for wage stagnation.",False,1721,99
80,,,,Center_for_Immigration_Studies,nan,,,2,"Subtle bias shown through selective presentation of studies: the article emphasizes recent studies finding negative immigration effects while dismissing contradictory earlier research (Butcher and Card, Altonji and Card, Borjas's own earlier work) as merely 'contradicting' without explaining their methodologies or validity, and the framing 'implies' immigrants cause harm without adequate contextualization.",False,1589,116
